Store Size (sq ft),Number of Employees,Advertising Spend ($),Product Variety,Seasonality Index,Customer Foot Traffic,Price Index,Competitor Pricing,Customer Satisfaction Score,Promotional Frequency,Online Sales (%),Product Return Rate (%),Supply Chain Efficiency Index,Economic Index,Market Share (%),Customer Demographics (Age Group),Store Location Type,Weather Impact Index,Store Opening Hours,Advertising Medium Mix (%),Sales ($)
3482,88,89535,721,1,4428,202,205,7.661114169,3,55,21.31242062,81,78.4492924,22.15032082,45-54,Suburban,21.75037351,88,51,34361.14956
9058,56,77524,187,4,8494,220,230,8.814084382,9,50,19.90398468,73,80.91565407,7.864476606,45-54,Rural,21.06790711,67,34,34892.86151
1951,68,98057,683,4,4955,193,211,8.171999622,9,34,11.69399389,60,53.50137192,8.658147082,18-24,Suburban,18.18470066,85,66,34621.83196
9914,32,6698,408,2,15026,244,236,7.652967733,4,26,6.289807278,61,83.20393689,7.534743509,35-44,Urban,10.64914499,87,30,30149.3122
3079,53,67809,1005,4,10244,141,130,8.311239045,1,47,9.025986971,81,76.40321828,20.95140775,35-44,Rural,0.038930871,67,35,30538.60172
3717,105,94079,442,3,1713,210,212,7.112670937,10,45,13.93620508,92,91.38136897,11.12218888,25-34,Rural,18.36912353,79,33,34889.27913
5524,72,56805,535,4,12080,128,125,8.191400103,5,45,24.1239974,74,61.10945881,12.74743984,45-54,Urban,21.97465362,67,59,29303.88263
9477,106,32349,276,2,9521,223,234,7.232028745,8,28,19.45708359,81,59.75134925,21.56452663,25-34,Rural,8.382159404,73,59,30666.2925
8311,70,77777,238,2,2746,116,128,6.838984221,10,53,21.5656609,99,89.6668611,29.18216235,35-44,Suburban,17.94968903,72,46,29986.46341
8186,22,51248,293,3,18591,113,128,7.829172143,4,11,10.54587794,98,85.19345645,5.694384098,35-44,Rural,1.551190359,99,53,29619.3901
3065,61,76033,1309,4,18168,149,156,8.060632679,10,26,18.67646055,70,89.58366803,2.817611779,25-34,Rural,17.73737179,76,60,32870.05034
1768,117,99239,1341,4,3696,156,151,7.377880684,10,39,22.24876287,63,89.09670705,6.650532027,18-24,Rural,1.707713021,85,57,33166.52125
6490,51,45041,1287,1,13012,203,198,7.696502194,4,56,14.5882303,66,55.20003379,22.31385986,18-24,Rural,14.6796584,65,33,31292.29508
7645,70,32954,1284,5,15688,138,135,8.082198225,9,19,13.5978372,80,63.92915236,6.64419144,25-34,Urban,14.93883215,76,68,27975.64418
6083,104,9002,1042,2,6036,195,182,8.303130155,9,44,19.38809027,66,63.00425681,17.94621968,35-44,Urban,7.553913861,63,48,26244.36358
6232,65,70783,624,1,8127,135,130,8.686714437,7,45,16.19823372,63,96.72936407,18.11917956,25-34,Urban,1.978068177,84,53,30457.2661
6797,40,88234,1165,2,4718,213,203,7.063632619,10,42,24.86342166,71,74.3733287,9.538269909,45-54,Urban,23.73336937,66,36,34949.14603
5926,63,20738,1014,1,8910,136,121,8.854431759,8,10,13.50205601,86,55.55285664,2.993062116,18-24,Urban,13.3894351,76,38,25530.17286
7016,30,11703,309,5,3693,113,93,7.91183943,4,27,8.518865546,76,64.4788953,12.57681501,25-34,Suburban,14.49395313,81,51,23170.49736
4335,87,50422,840,1,18009,222,213,8.363105648,8,13,14.43870106,79,93.59508243,6.416777245,18-24,Urban,15.37552223,87,31,33616.44311
9038,20,84106,961,2,16858,182,199,8.09930713,6,56,9.704099862,90,92.35331891,6.349723098,45-54,Suburban,22.27619817,65,56,35162.76673
5873,111,62899,1398,4,16932,172,179,6.616715176,3,36,16.22507642,85,95.01697417,16.15507726,35-44,Rural,1.506391114,89,45,32498.76186
2481,82,13392,1053,2,8692,201,197,6.214315149,7,34,7.515939849,90,69.42643864,20.520513,35-44,Suburban,22.3321942,69,34,27298.59329
7305,43,45724,1402,3,7398,180,160,8.178859392,3,37,23.99952547,94,82.06704807,3.187036516,35-44,Urban,5.991912715,98,41,29728.27846
4451,118,33299,1374,3,8252,182,193,7.533158003,7,31,22.19645763,68,63.90869599,17.77132056,18-24,Urban,1.94875624,73,55,28377.85132
1054,32,16641,1433,3,12721,143,130,8.106640105,5,51,8.111307942,64,59.04126656,8.13984766,45-54,Urban,16.4316463,81,44,25672.28911
8643,117,80534,932,3,18939,167,186,7.430528412,4,34,8.447858455,67,51.0950538,20.52564377,25-34,Urban,24.42439111,100,32,34225.82838
4462,30,7305,239,5,12825,147,150,6.936703561,3,26,15.24877349,80,61.17204748,24.49625925,35-44,Suburban,1.431051658,85,38,25040.01861
1832,119,99262,891,4,5187,156,145,6.855053728,8,53,20.45762774,75,80.21870684,24.40339543,18-24,Suburban,10.65304545,69,57,33384.00249
6954,70,19782,645,4,1036,174,192,8.191596393,4,21,9.381586713,75,95.21051568,11.72597939,35-44,Suburban,13.24461313,61,68,25804.5916
9519,36,79257,1116,2,19171,121,139,6.830340244,8,25,6.219434391,77,56.67102766,17.45082054,45-54,Urban,6.302974103,62,65,32638.99528
8221,118,78963,156,1,7283,231,220,8.144030613,10,46,15.91068553,87,95.90057805,24.01716033,25-34,Urban,24.57180373,70,54,35539.79505
4310,101,21566,211,2,16202,145,160,7.151880379,3,25,18.83194228,77,67.26926174,2.763497583,35-44,Suburban,16.02408037,69,57,26904.82047
4300,105,68766,104,2,9060,110,114,8.312695213,10,26,9.887309826,73,71.34142038,18.56310575,45-54,Urban,21.10876682,71,50,29475.81817
7722,43,7511,1305,2,9065,130,119,6.428429777,9,40,19.79535576,96,68.24892702,25.25913753,18-24,Suburban,10.39444205,73,58,24253.355
8218,38,27177,1136,2,4880,238,236,6.61493983,6,24,24.0128757,99,70.430407,11.79835294,45-54,Rural,8.848897179,89,54,30385.30479
8776,56,5765,1462,4,6932,219,213,8.057734817,5,22,7.741488854,75,62.95965746,14.20683531,18-24,Urban,13.82894737,100,59,27454.86142
4675,104,21354,1382,1,9328,155,150,7.680693361,5,49,15.22058131,80,84.93023392,21.26311399,35-44,Suburban,10.88196107,72,68,26399.66645
4054,27,24929,189,2,7333,137,118,6.611635028,3,36,6.136839014,60,87.90915551,2.968656644,35-44,Suburban,17.87370138,89,40,25628.29448
8970,47,29820,715,4,14870,120,128,8.708481035,2,30,9.133220145,70,91.15564454,12.18344285,45-54,Suburban,6.645452255,97,48,27080.82825
3143,24,30523,990,2,12268,209,192,6.827832442,6,11,6.796387069,70,67.06447917,9.575612336,18-24,Urban,11.23977578,70,40,29888.78449
6207,36,72088,797,3,6067,193,201,7.263214195,1,17,13.08013246,61,88.23134455,1.492833238,45-54,Rural,22.37831868,60,54,32511.9334
3538,55,67163,1373,2,16616,237,247,6.606863826,7,51,21.41663581,91,81.88376787,6.683207176,45-54,Urban,18.90269751,86,30,35907.37015
5547,38,78525,1378,2,13075,235,231,7.164082855,5,16,16.54260901,78,97.89580434,12.4806234,35-44,Suburban,4.201754125,98,61,36515.37031
6619,83,14780,997,5,18045,107,96,7.47494025,4,19,9.451696743,64,71.23925833,6.725432544,35-44,Urban,22.17162073,96,50,25508.7264
9356,110,7589,1070,3,8973,171,177,6.885741164,9,13,5.802212942,62,99.61548639,18.46955123,35-44,Urban,14.72541476,68,42,25768.74053
7612,117,35812,1231,1,11002,218,212,8.30728102,10,52,16.06796391,87,87.0197015,14.01092561,45-54,Urban,16.98217958,85,63,31097.95725
6005,30,94664,767,2,8887,133,143,7.181798936,1,50,7.6559343,85,88.81388775,2.144957548,45-54,Urban,7.356414146,84,46,32962.13928
1822,73,46939,693,1,1414,243,243,8.18853,4,45,11.85468055,82,51.28524301,8.976167665,25-34,Urban,11.03860659,76,48,31620.22584
1943,64,52493,688,3,7850,204,209,6.621216526,3,44,15.20384518,89,74.86991757,1.564826341,25-34,Urban,20.17031197,65,39,31191.95805
7150,66,94326,584,2,3729,240,257,7.13110649,6,52,23.07465071,67,76.41683562,11.38592022,45-54,Rural,8.266905469,74,38,36846.60476
5425,31,41953,1081,5,12929,186,201,6.024174867,5,12,6.636466542,95,52.0300051,8.514190515,25-34,Urban,4.126540388,62,40,30172.86956
9966,40,66785,1071,4,15988,249,245,8.275912752,7,27,18.37215185,88,65.60656117,20.95741668,45-54,Rural,9.457622825,90,67,36695.90774
3198,30,20309,1381,5,4897,163,145,7.877659933,1,60,5.28162571,72,97.78220903,9.914800842,35-44,Rural,1.730466685,87,60,25872.32104
5242,111,55195,738,5,3169,101,94,8.453469975,5,55,17.59817105,84,71.30557182,11.87960127,18-24,Urban,17.94641146,68,31,27126.44585
4695,24,26901,1096,4,14563,208,200,7.366832364,2,52,16.03064979,81,59.33509923,22.03468402,35-44,Urban,3.693647719,77,53,29925.28818
4452,100,24576,381,4,19262,125,131,8.399221931,2,33,21.2373324,92,75.66693535,14.9466126,45-54,Urban,7.128147677,99,34,27144.96061
2308,75,32508,1085,4,13888,182,162,7.942747633,2,41,15.63324946,96,51.68827886,17.13717698,35-44,Rural,22.02702514,91,59,29063.27563
5177,39,75711,1211,2,5570,206,202,6.010838798,9,43,12.05233199,66,75.799435,25.39905325,45-54,Suburban,13.51244145,78,68,33396.09859
9705,60,26464,1327,1,2515,168,181,6.761082885,10,11,9.855017427,82,79.7134153,6.999760858,45-54,Rural,8.033461015,64,64,26604.16335
7852,65,61281,115,1,17958,196,189,7.481674057,3,11,6.704994836,65,67.88471813,29.68638033,25-34,Urban,13.69167225,65,46,33355.34364
7035,31,17260,1274,4,13634,129,125,7.856062049,4,19,15.69225349,74,88.1288099,27.10304766,45-54,Rural,5.456941491,71,60,25848.89159
4594,89,36440,1035,5,14798,107,89,6.196772594,5,32,22.76643853,74,56.78570385,9.310032029,18-24,Urban,0.629328243,76,31,27054.60678
5841,36,96082,353,3,5477,137,150,8.115239785,4,24,15.29488988,99,93.90917049,26.89521411,25-34,Rural,15.09331197,98,45,32780.1603
2409,38,57683,1311,4,17455,180,199,7.630608293,4,21,19.78205715,93,97.77224552,22.86472859,18-24,Urban,17.85314832,66,50,32257.47368
5566,45,42430,428,5,10551,207,211,7.57733792,5,52,10.96869876,73,50.06172623,27.99193769,45-54,Suburban,21.99454414,70,59,30760.50841
5491,67,2987,643,5,15179,164,145,6.876136674,10,26,13.9626172,88,92.136083,21.04292046,35-44,Suburban,19.29708403,93,30,25851.94284
2555,71,26105,882,2,1039,166,179,7.784469298,9,27,11.49206407,75,75.30525745,20.55984411,45-54,Suburban,23.16694251,61,43,25827.02504
1804,115,79484,1096,2,11222,189,194,6.082478669,9,23,7.185322227,88,73.07028169,1.100467864,45-54,Urban,24.64883689,73,45,33709.09033
2279,89,14026,1453,1,17116,194,204,6.194100992,6,26,13.33977207,82,61.93395534,14.76373433,35-44,Suburban,18.62338619,77,38,28261.75789
8083,74,69309,944,1,19284,171,159,8.201610262,3,24,20.28574464,69,72.36625206,6.807789579,35-44,Urban,21.69808252,68,37,33355.76576
6986,119,46927,1292,3,19601,142,151,6.965674028,6,21,12.89949999,63,97.52135748,10.39836232,18-24,Suburban,16.84328758,98,38,30126.11268
6619,94,76414,465,3,17049,145,144,7.040901227,10,25,18.00358444,71,60.5393817,29.38565339,25-34,Suburban,4.27344478,63,63,32610.80046
2387,52,58535,1301,3,5796,224,224,6.62515561,4,41,20.17230968,93,58.95206192,3.479556777,25-34,Urban,4.542560658,73,62,32521.11766
3679,81,43946,754,3,5606,138,146,7.336862076,3,32,11.45472454,63,62.0948152,21.95210764,25-34,Suburban,2.756486408,70,51,27246.16379
3106,107,57561,1485,5,18667,150,154,6.155980294,6,47,20.95029119,79,77.59170972,6.015400414,18-24,Urban,23.574368,89,59,31148.01789
9173,42,11377,859,5,9775,103,120,6.901089671,6,43,11.77851434,87,96.51499077,1.214638845,18-24,Urban,16.81879245,99,36,24136.90397
5223,34,54592,738,1,15864,220,224,7.581371765,2,43,10.12214121,87,78.69407954,15.54114256,35-44,Urban,19.74774376,86,47,33615.4512
5831,46,8347,1163,2,15193,179,167,7.396895765,9,25,9.448923355,65,62.17412383,5.675243664,25-34,Rural,8.278933421,88,50,26841.61347
3768,94,34776,1023,2,15676,176,194,8.999008929,8,43,8.998082914,73,72.02261577,28.99852142,45-54,Suburban,11.51054275,91,34,29386.49753
4186,83,4783,515,4,11457,232,237,7.166293956,6,49,19.74248146,94,69.52000659,6.907205376,18-24,Rural,0.994488296,89,36,28535.23573
3573,100,56798,1478,5,18199,154,170,7.160997178,1,16,22.75018522,60,52.32847349,6.569022947,45-54,Suburban,22.22518501,85,41,31001.67874
3599,70,5298,354,3,17044,119,114,7.510745332,2,42,9.612969484,78,75.53209243,1.932840815,25-34,Suburban,21.32508574,89,46,24602.53114
5033,72,71204,1266,3,16066,133,149,6.570909331,4,13,6.704805956,60,56.30031933,10.56476952,25-34,Urban,19.62028337,69,53,31463.31604
9428,97,87207,809,4,19895,221,212,8.628913269,7,52,11.27533953,72,92.1122021,1.699238573,18-24,Rural,1.457551692,71,66,37743.26094
2304,110,56161,676,2,1246,208,211,7.716803367,9,16,18.15694478,67,77.44814546,15.46771242,18-24,Urban,4.356243389,92,48,30709.16504
8368,101,61652,999,3,7516,225,230,6.576322918,10,27,12.37040184,77,92.23032413,15.66270864,35-44,Suburban,8.354266444,93,45,33522.285
6877,111,35484,110,2,17800,153,152,8.380324774,5,13,15.98353078,94,97.80223437,2.544055325,45-54,Urban,6.576566884,77,54,29157.04112
2301,70,99614,125,4,14342,244,232,6.102996513,10,58,19.88609931,82,97.15941454,7.961806033,35-44,Rural,20.96149596,98,56,39106.49833
3541,66,21922,1056,2,17491,232,234,8.947692602,2,20,13.16957062,85,55.02146672,25.13108807,35-44,Suburban,4.870893955,75,36,31060.7024
3051,23,35028,520,2,10030,188,206,8.595448004,1,52,24.99389663,97,97.24085358,14.41379841,45-54,Rural,13.30311163,63,37,29212.36032
7809,26,21316,1344,2,2421,245,253,7.738918367,10,29,10.9589852,79,89.78736039,13.60369121,25-34,Urban,14.28452745,69,44,29824.81765
9633,54,77996,595,3,13970,152,162,6.333886988,1,20,24.56496704,61,88.88290526,21.26453147,45-54,Urban,10.62529618,87,45,32776.15208
9996,67,17968,1360,1,8283,149,147,6.64581832,5,24,9.060593305,85,54.50642701,21.73157636,25-34,Urban,6.017198293,100,37,25836.32421
1074,92,31266,336,5,16945,171,170,6.838305511,7,55,7.218634865,95,58.97573511,23.09691542,35-44,Suburban,24.00735727,77,65,28855.31596
7981,91,96745,1108,2,1255,240,242,6.723095214,9,26,20.0166125,84,98.758169,25.08398743,25-34,Rural,10.33498106,68,61,36959.6197
6475,64,25000,318,2,12019,115,121,7.492560031,9,43,19.04619313,89,60.66850786,7.735268746,25-34,Urban,18.18274989,81,46,25815.65768
9232,100,15011,560,2,16487,112,121,8.833681111,8,59,21.22338694,77,58.45266651,2.925037611,25-34,Urban,4.601162191,69,65,25516.85697
8184,100,3866,762,1,10029,119,119,7.332517754,1,57,11.87180843,66,68.11758094,12.02768148,45-54,Urban,20.57027921,99,51,23592.78594
6796,116,6898,734,4,3282,165,179,7.984693705,5,21,23.61615308,86,95.66780988,25.79783941,25-34,Suburban,5.397295581,82,61,24559.10655
8141,115,19395,1267,3,9744,146,132,8.065749618,6,51,7.389628567,70,73.80967318,3.262831264,45-54,Urban,16.88266559,72,40,26014.45716
2622,91,40019,1089,1,18861,246,247,8.614742176,6,37,5.605542027,96,96.02918595,17.70266017,18-24,Rural,12.66240004,83,35,34079.6936
9041,38,5006,288,2,10919,221,210,6.101463863,4,57,11.0112777,67,66.71693902,21.33140553,18-24,Urban,3.663928525,72,51,27994.98754
1341,82,35393,354,1,14335,153,155,7.212990178,1,44,20.94648927,70,61.32643226,14.96080919,35-44,Suburban,0.623729904,84,43,28112.33937
3074,57,11956,167,1,1591,105,99,8.354205342,3,17,18.45964615,83,74.76015044,8.400087865,35-44,Suburban,23.26870663,88,57,22528.92578
8992,86,51042,715,1,7277,113,122,8.444601045,10,36,13.72417528,89,80.77384451,10.46297497,45-54,Urban,3.142262839,75,68,27897.4708
1645,78,97199,435,4,3260,231,244,8.781997846,4,31,10.12507228,89,69.57494993,3.077910842,25-34,Suburban,17.62378572,99,41,36331.98888
5263,88,7078,770,5,12139,185,177,8.108383079,4,33,6.185455735,74,67.30152548,9.484922873,25-34,Urban,16.31712397,65,56,26502.79571
9801,32,30631,920,3,1347,126,109,6.735461838,4,11,11.75011157,94,60.90296424,2.286962219,18-24,Suburban,8.543001061,67,30,25286.5671
7136,66,96676,973,4,5443,106,103,7.516997229,5,40,14.20039536,98,63.75033831,22.06342495,45-54,Suburban,4.634572489,93,39,31878.27687
9646,80,63901,399,4,12088,230,232,6.097035864,9,31,18.74047676,83,83.65589816,27.04186308,25-34,Urban,4.458206236,77,62,34722.93778
3969,50,70497,456,5,9774,101,113,7.940785023,4,10,17.9194391,67,68.49367693,19.37188073,25-34,Rural,14.63319633,91,45,29509.92864
4028,99,95813,355,4,7869,179,192,7.662885635,9,23,23.94689806,79,53.98785209,20.04439347,45-54,Suburban,13.67303237,69,68,34346.24098
8643,115,42574,1107,1,3845,159,172,8.000508842,9,34,7.007918381,85,56.9077695,14.69212778,35-44,Suburban,21.89837551,93,35,27917.95047
3681,41,32417,452,1,13386,123,138,8.79042166,1,45,11.72680246,83,68.61895942,5.525057027,45-54,Urban,16.00007696,82,54,26875.94822
4629,112,89020,623,2,2265,114,128,8.061829835,5,45,14.63156164,81,96.22512149,1.224029096,45-54,Urban,20.4818744,78,49,30766.06779
5225,105,84639,1049,4,13445,194,190,6.961349791,9,50,18.41391588,64,68.95151308,10.97530393,25-34,Urban,0.810326561,79,65,34864.36264
4067,62,66006,855,2,13938,241,248,6.596209992,4,12,14.90903383,74,53.03210387,22.79316816,18-24,Rural,16.77482868,93,52,35426.75103
6941,86,95881,383,3,12159,233,226,8.56390862,5,14,23.25516464,95,70.89971289,28.8525158,25-34,Rural,5.842715961,97,45,37951.77255
2386,73,40454,1435,1,3274,180,193,6.58299643,4,10,17.17344691,96,83.4408797,13.50146285,25-34,Urban,6.320973999,76,30,28334.66608
3866,29,2587,198,3,19854,117,107,6.484828742,2,28,5.793308194,88,79.67980675,11.59633936,25-34,Urban,18.01441323,64,59,24750.95491
5788,61,55710,296,5,11482,119,111,6.619836242,10,42,7.273119381,74,63.94014812,13.93279668,45-54,Suburban,19.83582397,61,56,28844.46948
6490,83,87567,581,1,19961,214,226,7.526522544,2,51,20.06991123,86,84.40444615,13.40547198,45-54,Suburban,9.293386878,100,31,37297.55558
5124,40,92748,977,3,2068,139,120,6.372562329,2,39,19.31575393,67,81.53121869,19.15051516,25-34,Rural,19.75192042,93,50,31802.17591
9340,99,76886,1349,5,15706,138,151,8.814354992,1,21,8.069940037,88,58.60864844,22.29027452,25-34,Urban,11.09361688,79,38,32459.03356
4850,95,19816,714,3,6974,131,139,8.898761122,3,19,6.178173221,78,58.10725018,23.76378267,18-24,Urban,21.44113371,61,53,24899.23861
6415,85,86824,717,5,11928,223,239,8.92140556,10,43,16.57435711,90,77.3591541,19.83853947,35-44,Urban,0.622594304,87,68,36478.36749
8679,60,30432,1488,5,2950,207,190,6.117374414,1,25,17.71477664,68,82.97192806,13.6939948,25-34,Urban,2.08737677,77,36,28736.51867
7819,43,49617,467,1,11411,126,117,8.838592579,4,49,7.70599275,69,98.09552924,28.55300891,45-54,Rural,19.40879518,98,59,28668.22942
9378,54,73373,669,2,14388,209,214,8.992244798,1,55,14.47238642,96,71.09653154,21.61957119,35-44,Suburban,15.6022407,94,31,34909.14897
2333,75,35217,689,5,18771,196,203,8.827287328,4,38,11.11663058,69,88.24696198,13.37308318,35-44,Rural,13.97550634,74,41,30730.41884
5150,49,21884,1198,5,5274,173,155,8.012816717,3,24,23.62611291,92,55.82603736,13.95087154,18-24,Urban,15.34947018,98,42,26471.57502
7766,76,6454,1165,1,3285,116,115,8.103690457,9,57,9.383996068,84,94.48045137,24.72144465,35-44,Suburban,23.25476569,99,32,22933.9135
3711,113,75960,521,2,8045,148,137,6.36675882,1,20,19.66521452,63,81.65537707,13.77568574,25-34,Suburban,16.38842579,98,69,31225.21744
5853,66,44618,935,4,2618,180,177,8.622891231,8,53,15.36267827,64,81.45151657,15.97193506,25-34,Urban,16.18690292,62,47,28650.90238
7212,54,84948,1304,4,11979,215,221,6.178918754,9,43,5.230420241,82,57.12213169,9.455016466,45-54,Suburban,18.98677199,78,68,35832.11589
8479,38,63671,644,2,9562,122,132,6.95319164,7,45,15.33997166,98,51.97918648,25.32853018,25-34,Suburban,21.66551764,82,35,29617.40526
6408,27,48111,170,3,13026,197,203,8.973454935,1,39,6.989442998,64,85.0724569,16.14627893,25-34,Rural,6.547811956,78,56,31334.94995
8715,45,40613,1228,1,8843,171,151,7.266983637,4,44,18.18124392,67,55.85282295,17.02354221,18-24,Urban,15.41872148,77,44,28901.91279
9942,90,86678,1323,2,10895,240,225,6.393468672,10,18,16.31047061,76,56.34850747,26.53958668,35-44,Rural,14.59937409,89,44,37322.73895
2762,49,60993,1224,4,12966,156,146,8.907883986,1,27,5.208544547,60,59.37500732,27.69500077,18-24,Rural,3.371237037,98,48,30679.13346
8101,26,9848,867,5,18732,247,260,8.952418941,4,28,9.093856592,71,54.88732416,24.9016201,35-44,Suburban,13.00792435,78,67,31086.4227
8674,86,79672,406,4,6289,185,203,6.561128056,3,48,20.52450106,94,81.26962602,2.895741976,18-24,Suburban,1.738762869,64,49,33157.8384
7122,84,67125,476,5,19806,122,121,8.594411426,2,13,10.51545229,73,71.10024029,13.86176395,45-54,Urban,4.623989685,72,49,31430.65401
1481,55,87444,754,1,19812,204,204,7.171269979,1,15,14.98566802,77,63.30480462,10.95659724,18-24,Suburban,22.82407705,93,47,36393.56267
1153,44,62602,777,5,4033,166,166,7.144105393,6,60,11.23997229,69,72.03747002,7.191928659,18-24,Suburban,2.981079539,83,63,29834.1287
8617,56,73045,498,2,9860,133,130,6.788092896,7,42,23.43053713,74,92.2070001,27.3596624,45-54,Suburban,14.4729075,77,68,31030.981
2524,20,43222,320,5,8813,132,132,6.134130824,6,41,15.73154036,92,96.35397025,26.81199979,25-34,Urban,8.0870174,63,66,27640.64495
3120,34,50223,281,3,18798,145,143,6.804026951,9,25,18.9234703,78,74.37380723,14.49363862,25-34,Rural,13.88283227,95,64,30157.09875
3343,56,66333,406,2,14860,180,163,6.161330716,9,20,6.669522094,93,78.33764576,4.90226467,45-54,Suburban,5.874338561,67,67,32619.1272
6136,32,53732,621,1,15294,246,238,8.773116139,2,31,5.806719751,84,62.85999652,1.38760299,45-54,Rural,11.10948637,60,67,34839.21494
6760,27,50420,1113,2,4621,186,183,7.985162017,2,45,10.1845639,75,75.68001893,13.71554534,18-24,Suburban,21.68333583,100,30,29887.83766
2240,24,76504,103,3,18138,114,122,8.65986795,9,59,11.18268585,67,87.40598035,2.158699309,45-54,Suburban,9.405424445,97,41,31668.58521
1060,79,3462,962,1,3347,222,226,8.151872044,1,32,18.75361082,94,74.60686318,18.67712232,45-54,Suburban,8.82577345,95,34,26530.5213
2639,92,10460,947,4,15882,220,212,6.393860613,5,35,16.38261005,80,65.10364504,18.64385726,35-44,Suburban,11.15295198,97,56,29013.78825
7185,20,10275,903,3,18110,177,183,8.82174461,1,40,12.49159214,78,79.10171736,27.06924399,35-44,Urban,2.512321106,72,68,27550.81002
8970,55,95213,1404,1,5923,165,163,8.699679161,7,38,18.08234968,70,97.33280154,6.51142472,25-34,Urban,9.683675615,81,49,33868.4529
2252,54,14269,314,5,16611,138,118,7.044228234,9,14,8.271314947,70,94.3991927,11.77043303,45-54,Suburban,0.172506266,88,69,25994.74073
5203,85,66942,1071,2,16367,117,134,6.334600021,6,47,6.269793896,70,88.46211896,25.92681627,18-24,Rural,12.58492863,68,48,30753.28469
9363,82,73920,200,1,10066,120,118,8.112464252,2,34,22.09010185,81,63.81048163,14.75459857,25-34,Suburban,21.19852698,86,67,30682.40268
4549,42,23553,1062,2,4279,126,106,8.185083908,6,43,16.27892257,80,62.07797536,2.73197538,25-34,Urban,13.8018276,63,44,24738.89368
5197,28,25366,672,5,4807,101,120,8.690487135,9,21,17.98190547,86,91.92685949,4.212733436,25-34,Urban,15.19312946,99,35,24495.9211
8009,53,45036,1432,1,14965,196,192,6.157967278,3,31,11.14484501,77,59.0658738,24.59018258,45-54,Suburban,0.764084281,76,38,31388.21755
7667,65,18369,757,4,17123,138,138,6.425111514,9,18,12.43909915,99,80.28056537,22.56722547,45-54,Suburban,21.4878745,96,65,26856.54636
3322,97,12795,1038,3,17991,155,156,7.794746379,8,29,6.647348943,97,71.94649718,26.400564,18-24,Rural,9.62508882,62,52,26762.06125
5090,23,71021,1186,1,1634,206,200,7.857394653,7,38,22.13976376,89,73.39932336,4.446973811,18-24,Suburban,24.37131702,63,39,32383.15267
7960,49,69154,325,5,13771,226,244,6.100828987,8,53,16.848789,92,72.72717013,23.05208557,25-34,Urban,3.011634238,99,30,35184.53417
4004,114,31143,204,1,18458,112,130,7.190796153,10,38,6.672553264,80,94.99750734,19.99802658,45-54,Suburban,23.61679712,75,40,27306.16216
6136,94,30425,871,2,19298,225,236,7.752485194,6,54,21.09059199,61,54.35471254,7.736503993,18-24,Suburban,15.85727266,70,49,31848.77092
1329,118,89209,1378,1,15340,155,138,8.213733999,3,36,13.88230739,72,89.14507247,29.24322718,35-44,Suburban,1.308507507,86,57,33910.9521
4640,91,76139,528,4,1588,127,138,6.948452075,7,26,20.302027,61,91.75063358,17.54028976,35-44,Urban,24.29247695,85,51,29636.90479
8982,22,6368,533,1,4231,163,146,7.451710479,4,14,5.252397242,90,97.14385736,27.29946129,25-34,Urban,0.346826704,90,49,24690.01462
5107,33,5621,1330,3,7351,170,150,8.442164617,10,54,5.574793939,69,72.62999775,25.91370089,35-44,Suburban,18.26750422,93,67,25047.6029
2341,79,59829,1151,1,4838,218,230,8.861685192,5,22,8.415659176,82,75.00325959,10.66063836,25-34,Urban,22.23824871,67,45,32204.83295
9407,96,61294,781,2,2973,199,185,6.690944026,8,51,9.218331123,81,98.06472606,16.542749,45-54,Urban,4.395288856,98,31,31556.37141
1338,64,15719,1459,1,15346,140,128,6.759126617,7,24,20.27911061,88,72.92255305,13.50968068,25-34,Urban,8.583929767,60,54,26021.1242
6895,115,30227,687,4,6044,103,83,8.819454562,7,24,19.13388328,92,75.17742365,21.56324954,25-34,Rural,14.03073351,61,56,25243.08532
3708,53,8566,1192,5,11247,187,182,7.187733452,8,27,17.32176238,90,66.61271591,18.05321813,45-54,Urban,16.99523215,86,32,26616.5472
2750,64,13306,965,1,12672,183,180,8.155044974,10,59,22.69717793,73,51.58137253,23.76075246,18-24,Suburban,21.79689669,62,52,26944.6964
6604,80,54822,845,1,11271,145,130,7.836795686,3,11,9.942975673,69,71.65272759,1.340815528,18-24,Suburban,19.02676177,93,61,29641.77958
3421,102,25042,1290,3,7683,187,168,6.856763039,3,32,23.08809808,77,82.75456554,20.94600458,18-24,Suburban,9.083278595,75,46,27735.36136
8119,35,16086,963,4,12244,106,94,7.960686666,2,52,23.18942139,70,84.49729553,10.2528895,18-24,Suburban,20.54299529,60,69,24872.34053
9901,85,18387,467,5,7783,176,159,7.966697703,1,22,13.6851952,98,50.32543234,7.502442057,25-34,Urban,24.15191803,66,49,26789.67785
6319,59,28042,350,2,6594,235,237,7.777329556,10,52,6.887724008,62,90.05263874,24.23599962,18-24,Urban,5.674654531,94,59,30352.7625
7609,36,90424,958,1,4822,240,227,6.298982475,6,13,19.53119816,61,74.62078071,3.587415124,35-44,Urban,1.852389836,81,57,36642.05849
6387,53,52618,955,5,4389,192,210,8.985515467,6,56,11.73857345,67,76.03726807,7.625341308,35-44,Suburban,10.6654933,91,52,30288.1512
4993,35,93050,1293,2,6914,119,123,7.201249384,10,34,20.89859035,90,98.08718441,6.908295892,18-24,Rural,22.0349276,85,48,32136.76997
